alert_id,transaction_id,client_id,date,hour,amount,transaction_type,counterparty_country,alert_confidence,ml_suspicion_score,reason_codes,explanation,is_suspicious
AML-2024-0240,TXN_07678,CLIENT_045,2024-02-26,14,8303.93,TRANSFER,Cayman Islands,CRITICAL,0.9284672935068042,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,303.93 in threshold range); high-risk jurisdiction (Cayman Islands - FATF monitored); ML high confidence (score: 0.93).",0
AML-2024-0241,TXN_01685,CLIENT_040,2024-05-14,12,7951.94,WIRE_TRANSFER,UAE,CRITICAL,0.9411070143128183,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,951.94 in threshold range); high-risk jurisdiction (UAE - FATF monitored); ML high confidence (score: 0.94).",0
AML-2024-0242,TXN_06624,CLIENT_018,2025-07-29,11,8907.7,CASH_WITHDRAWAL,UK,CRITICAL,0.9413569113104429,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,907.70 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.94).",1
AML-2024-0243,TXN_06280,CLIENT_015,2024-10-02,4,9406.0,CASH_WITHDRAWAL,UK,CRITICAL,0.9414574798088444,STRUCTURING|UNUSUAL_HOURS|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,406.00 in threshold range); transaction outside business hours (04:00); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.94).",1
AML-2024-0244,TXN_00535,CLIENT_018,2024-09-27,0,9696.22,CARD_PAYMENT,UK,CRITICAL,0.9414683504656886,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,696.22 in threshold range); transaction outside business hours (00:00); ML high confidence (score: 0.94).",1
AML-2024-0245,TXN_01149,CLIENT_046,2025-06-13,17,7788.48,CASH_DEPOSIT,UK,CRITICAL,0.9418860024264967,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,788.48 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.94).",1
AML-2024-0246,TXN_05153,CLIENT_036,2024-06-02,10,8426.3,CASH_DEPOSIT,USA,CRITICAL,0.9419295403377969,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,426.30 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.94).",1
AML-2024-0247,TXN_01792,CLIENT_039,2025-07-29,13,8877.83,CASH_WITHDRAWAL,UK,CRITICAL,0.9429378496389567,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,877.83 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.94).",1
AML-2024-0248,TXN_00818,CLIENT_028,2024-10-10,11,9119.26,CASH_WITHDRAWAL,UK,CRITICAL,0.9432474600664696,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,119.26 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.94).",1
AML-2024-0249,TXN_01509,CLIENT_047,2025-10-14,20,9578.64,CASH_DEPOSIT,France,CRITICAL,0.9433825042775577,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,578.64 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.94).",1
AML-2024-0250,TXN_05452,CLIENT_048,2025-01-28,1,8433.62,ONLINE_PAYMENT,Germany,CRITICAL,0.9435847622320707,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,433.62 in threshold range); transaction outside business hours (01:00); ML high confidence (score: 0.94).",1
AML-2024-0251,TXN_03914,CLIENT_028,2024-12-06,16,8096.43,ONLINE_PAYMENT,Switzerland,CRITICAL,0.9435955845328868,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,096.43 in threshold range); high-risk jurisdiction (Switzerland - FATF monitored); ML high confidence (score: 0.94).",1
AML-2024-0252,TXN_05123,CLIENT_022,2024-03-10,8,8078.8,CARD_PAYMENT,Cayman Islands,CRITICAL,0.9437641700200139,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,078.80 in threshold range); high-risk jurisdiction (Cayman Islands - FATF monitored); ML high confidence (score: 0.94).",1
AML-2024-0253,TXN_05594,CLIENT_026,2024-01-23,4,8696.72,ONLINE_PAYMENT,UK,CRITICAL,0.9438690734112885,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,696.72 in threshold range); transaction outside business hours (04:00); ML high confidence (score: 0.94).",1
AML-2024-0254,TXN_09170,CLIENT_044,2024-09-05,21,8033.64,ONLINE_PAYMENT,UAE,CRITICAL,0.943904830121854,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,033.64 in threshold range); high-risk jurisdiction (UAE - FATF monitored); ML high confidence (score: 0.94).",1
AML-2024-0255,TXN_05577,CLIENT_002,2024-01-26,18,8102.76,CASH_WITHDRAWAL,British Virgin Islands,CRITICAL,0.9345935468050088,STRUCTURING|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,102.76 in threshold range); high-risk jurisdiction (British Virgin Islands - FATF monitored); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.93).",1
AML-2024-0256,TXN_07822,CLIENT_007,2025-08-03,9,9216.63,CASH_WITHDRAWAL,UK,CRITICAL,0.934981562311087,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,216.63 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.93).",1
AML-2024-0257,TXN_00351,CLIENT_039,2024-06-04,16,9174.34,CASH_WITHDRAWAL,France,CRITICAL,0.9449810589452321,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,174.34 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.94).",1
AML-2024-0258,TXN_05776,CLIENT_018,2024-09-13,1,9536.11,ONLINE_PAYMENT,Germany,CRITICAL,0.9451963636019104,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,536.11 in threshold range); transaction outside business hours (01:00); ML high confidence (score: 0.95).",0
AML-2024-0259,TXN_05392,CLIENT_008,2025-04-17,9,7527.99,CASH_DEPOSIT,USA,CRITICAL,0.9457707418154918,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,527.99 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0260,TXN_03355,CLIENT_027,2025-12-10,4,9784.57,CARD_PAYMENT,France,CRITICAL,0.9459083313592384,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,784.57 in threshold range); transaction outside business hours (04:00); ML high confidence (score: 0.95).",1
AML-2024-0261,TXN_05024,CLIENT_011,2025-05-13,13,9139.67,CASH_DEPOSIT,Germany,CRITICAL,0.9462980945901819,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,139.67 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",0
AML-2024-0262,TXN_07330,CLIENT_006,2025-05-25,20,7817.21,ONLINE_PAYMENT,UAE,CRITICAL,0.947599031741213,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,817.21 in threshold range); high-risk jurisdiction (UAE - FATF monitored); ML high confidence (score: 0.95).",1
AML-2024-0263,TXN_08247,CLIENT_044,2024-07-11,18,9410.87,ONLINE_PAYMENT,Panama,CRITICAL,0.9481576756407936,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,410.87 in threshold range); high-risk jurisdiction (Panama - FATF monitored); ML high confidence (score: 0.95).",1
AML-2024-0264,TXN_09478,CLIENT_026,2025-01-17,3,8897.37,ONLINE_PAYMENT,UK,CRITICAL,0.9485607122347247,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,897.37 in threshold range); transaction outside business hours (03:00); ML high confidence (score: 0.95).",1
AML-2024-0265,TXN_08910,CLIENT_008,2025-11-13,15,7788.78,CASH_WITHDRAWAL,UK,CRITICAL,0.9486015434770926,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,788.78 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.95).",1
AML-2024-0266,TXN_03769,CLIENT_012,2025-06-21,5,9032.95,CARD_PAYMENT,USA,CRITICAL,0.9493637380015889,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,032.95 in threshold range); transaction outside business hours (05:00); ML high confidence (score: 0.95).",1
AML-2024-0267,TXN_04115,CLIENT_045,2025-11-23,3,7710.3,CASH_WITHDRAWAL,UK,CRITICAL,0.9494763189545746,STRUCTURING|UNUSUAL_HOURS|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,710.30 in threshold range); transaction outside business hours (03:00); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.95).",1
AML-2024-0268,TXN_09651,CLIENT_034,2025-11-05,12,7834.63,CASH_WITHDRAWAL,UK,CRITICAL,0.9495086443525044,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,834.63 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.95).",1
AML-2024-0269,TXN_05006,CLIENT_018,2024-08-30,4,8624.1,CASH_DEPOSIT,USA,CRITICAL,0.9498111345382533,STRUCTURING|UNUSUAL_HOURS|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,624.10 in threshold range); transaction outside business hours (04:00); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0270,TXN_01840,CLIENT_045,2025-12-10,15,8584.62,CASH_DEPOSIT,UK,CRITICAL,0.9499165968411829,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,584.62 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0271,TXN_07006,CLIENT_010,2025-10-21,4,9758.85,CARD_PAYMENT,France,CRITICAL,0.9398713758331418,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,758.85 in threshold range); transaction outside business hours (04:00); ML high confidence (score: 0.94).",1
AML-2024-0272,TXN_02472,CLIENT_041,2025-09-03,0,8245.06,CARD_PAYMENT,UK,CRITICAL,0.9403991071479066,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,245.06 in threshold range); transaction outside business hours (00:00); ML high confidence (score: 0.94).",1
AML-2024-0273,TXN_07340,CLIENT_048,2025-05-17,11,8669.34,CARD_PAYMENT,Panama,CRITICAL,0.9502254019981797,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,669.34 in threshold range); high-risk jurisdiction (Panama - FATF monitored); ML high confidence (score: 0.95).",1
AML-2024-0274,TXN_09880,CLIENT_026,2024-10-20,3,9448.8,CARD_PAYMENT,Panama,CRITICAL,0.9506004211151223,STRUCTURING|UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,448.80 in threshold range); transaction outside business hours (03:00); high-risk jurisdiction (Panama - FATF monitored); ML high confidence (score: 0.95).",1
AML-2024-0275,TXN_09081,CLIENT_044,2025-07-29,17,7541.43,CASH_DEPOSIT,UK,CRITICAL,0.9508476841481237,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,541.43 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0276,TXN_08506,CLIENT_010,2024-08-04,3,9432.71,TRANSFER,USA,CRITICAL,0.9513574344203931,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,432.71 in threshold range); transaction outside business hours (03:00); ML high confidence (score: 0.95).",1
AML-2024-0277,TXN_04315,CLIENT_020,2025-05-04,17,7729.96,CASH_DEPOSIT,Russia,CRITICAL,0.9514362383668871,STRUCTURING|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,729.96 in threshold range); high-risk jurisdiction (Russia - FATF monitored); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0278,TXN_04971,CLIENT_041,2025-03-07,21,8680.27,TRANSFER,Russia,CRITICAL,0.9514549884504198,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,680.27 in threshold range); high-risk jurisdiction (Russia - FATF monitored); ML high confidence (score: 0.95).",1
AML-2024-0279,TXN_03687,CLIENT_003,2025-05-09,14,9092.1,CASH_DEPOSIT,USA,CRITICAL,0.951618133070046,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,092.10 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0280,TXN_09924,CLIENT_047,2024-05-01,21,7582.02,CASH_DEPOSIT,Panama,CRITICAL,0.9518614912324117,STRUCTURING|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,582.02 in threshold range); high-risk jurisdiction (Panama - FATF monitored); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0281,TXN_09164,CLIENT_028,2024-11-13,2,8766.79,ONLINE_PAYMENT,France,CRITICAL,0.9520158364944163,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,766.79 in threshold range); transaction outside business hours (02:00); ML high confidence (score: 0.95).",1
AML-2024-0282,TXN_09536,CLIENT_045,2025-01-23,3,9281.1,CARD_PAYMENT,France,CRITICAL,0.9520191985187685,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,281.10 in threshold range); transaction outside business hours (03:00); ML high confidence (score: 0.95).",1
AML-2024-0283,TXN_01355,CLIENT_007,2024-11-21,2,8223.5,CARD_PAYMENT,Germany,CRITICAL,0.9526011873058531,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,223.50 in threshold range); transaction outside business hours (02:00); ML high confidence (score: 0.95).",1
AML-2024-0284,TXN_01399,CLIENT_020,2024-08-14,14,8757.99,CASH_DEPOSIT,UK,CRITICAL,0.9526298184764825,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,757.99 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0285,TXN_01869,CLIENT_010,2024-09-11,16,8536.66,CASH_DEPOSIT,France,CRITICAL,0.9535255688807662,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,536.66 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",0
AML-2024-0286,TXN_07228,CLIENT_028,2024-05-21,11,9034.14,CASH_DEPOSIT,USA,CRITICAL,0.9537462656168484,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,034.14 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0287,TXN_04717,CLIENT_043,2025-11-19,15,7522.02,CARD_PAYMENT,Switzerland,CRITICAL,0.9444466115052293,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,522.02 in threshold range); high-risk jurisdiction (Switzerland - FATF monitored); ML high confidence (score: 0.94).",1
AML-2024-0288,TXN_00991,CLIENT_050,2024-07-16,9,9672.65,TRANSFER,UAE,CRITICAL,0.9446966382137542,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,672.65 in threshold range); high-risk jurisdiction (UAE - FATF monitored); ML high confidence (score: 0.94).",1
AML-2024-0289,TXN_09391,CLIENT_047,2024-02-22,21,8977.31,CASH_WITHDRAWAL,Cayman Islands,CRITICAL,0.9552976354412741,STRUCTURING|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,977.31 in threshold range); high-risk jurisdiction (Cayman Islands - FATF monitored); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.96).",1
AML-2024-0290,TXN_09480,CLIENT_011,2024-03-07,15,7649.73,CASH_DEPOSIT,UK,CRITICAL,0.9556150211260452,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,649.73 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0291,TXN_02574,CLIENT_039,2024-10-14,17,9456.83,CASH_DEPOSIT,UK,CRITICAL,0.9558108247732622,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,456.83 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0292,TXN_02245,CLIENT_018,2024-06-09,17,9559.42,CASH_DEPOSIT,USA,CRITICAL,0.9559453109693137,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,559.42 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0293,TXN_08196,CLIENT_043,2024-11-27,16,7980.99,CASH_WITHDRAWAL,Germany,CRITICAL,0.9563242315707581,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,980.99 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.96).",1
AML-2024-0294,TXN_02947,CLIENT_005,2025-04-27,21,7870.15,CASH_DEPOSIT,UK,CRITICAL,0.9564665907939534,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,870.15 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0295,TXN_07706,CLIENT_007,2025-10-13,4,8960.09,CARD_PAYMENT,Germany,CRITICAL,0.9567221800779007,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,960.09 in threshold range); transaction outside business hours (04:00); ML high confidence (score: 0.96).",1
AML-2024-0296,TXN_09085,CLIENT_039,2024-01-14,11,9076.0,CASH_DEPOSIT,UK,CRITICAL,0.9572879134307085,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,076.00 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0297,TXN_02736,CLIENT_048,2025-11-04,16,8492.57,CARD_PAYMENT,Russia,CRITICAL,0.9574652624541403,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,492.57 in threshold range); high-risk jurisdiction (Russia - FATF monitored); ML high confidence (score: 0.96).",1
AML-2024-0298,TXN_01735,CLIENT_028,2025-02-13,13,7729.03,CARD_PAYMENT,Panama,CRITICAL,0.9575939028040028,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,729.03 in threshold range); high-risk jurisdiction (Panama - FATF monitored); ML high confidence (score: 0.96).",1
AML-2024-0299,TXN_03022,CLIENT_030,2025-03-05,11,9671.93,CARD_PAYMENT,Cayman Islands,CRITICAL,0.9576313643938668,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,671.93 in threshold range); high-risk jurisdiction (Cayman Islands - FATF monitored); ML high confidence (score: 0.96).",1
AML-2024-0300,TXN_02481,CLIENT_044,2024-03-30,18,7523.18,TRANSFER,UAE,CRITICAL,0.9576782849100072,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,523.18 in threshold range); high-risk jurisdiction (UAE - FATF monitored); ML high confidence (score: 0.96).",1
AML-2024-0301,TXN_05353,CLIENT_047,2025-07-12,21,7644.57,CASH_DEPOSIT,UK,CRITICAL,0.9577997670922277,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,644.57 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0302,TXN_08498,CLIENT_043,2024-10-10,14,7890.34,CASH_WITHDRAWAL,UK,CRITICAL,0.95828693343189,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,890.34 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.96).",1
AML-2024-0303,TXN_09715,CLIENT_036,2024-03-16,17,7668.14,CASH_DEPOSIT,Germany,CRITICAL,0.9500381173459804,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,668.14 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0304,TXN_09185,CLIENT_009,2025-04-15,17,9388.45,CASH_DEPOSIT,UK,CRITICAL,0.9501621821329165,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,388.45 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.95).",1
AML-2024-0305,TXN_03982,CLIENT_002,2025-10-23,21,9024.51,CASH_DEPOSIT,UK,CRITICAL,0.9584405740796239,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,024.51 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0306,TXN_05213,CLIENT_032,2025-01-11,14,8581.01,CASH_DEPOSIT,Switzerland,CRITICAL,0.958981822898172,STRUCTURING|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,581.01 in threshold range); high-risk jurisdiction (Switzerland - FATF monitored); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0307,TXN_07105,CLIENT_041,2025-06-22,19,7641.97,CASH_DEPOSIT,Germany,CRITICAL,0.9591465259925875,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,641.97 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0308,TXN_01084,CLIENT_040,2024-09-26,2,8378.36,CASH_WITHDRAWAL,Germany,CRITICAL,0.9593539757946672,STRUCTURING|UNUSUAL_HOURS|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,378.36 in threshold range); transaction outside business hours (02:00); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.96).",1
AML-2024-0309,TXN_04456,CLIENT_025,2024-11-28,14,8414.15,ONLINE_PAYMENT,British Virgin Islands,CRITICAL,0.9601017894531991,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,414.15 in threshold range); high-risk jurisdiction (British Virgin Islands - FATF monitored); ML high confidence (score: 0.96).",1
AML-2024-0310,TXN_07083,CLIENT_041,2025-03-16,20,7640.68,CARD_PAYMENT,Panama,CRITICAL,0.9602951679511464,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,640.68 in threshold range); high-risk jurisdiction (Panama - FATF monitored); ML high confidence (score: 0.96).",1
AML-2024-0311,TXN_08738,CLIENT_044,2024-06-20,19,8700.02,CASH_DEPOSIT,Germany,CRITICAL,0.9603574756847386,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,700.02 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0312,TXN_09349,CLIENT_048,2024-06-19,12,8869.39,CASH_DEPOSIT,UK,CRITICAL,0.9604720217853954,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,869.39 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0313,TXN_01912,CLIENT_011,2024-08-16,9,7683.22,CASH_DEPOSIT,Germany,CRITICAL,0.9605100855111028,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,683.22 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0314,TXN_07169,CLIENT_041,2025-12-13,19,7551.26,CASH_DEPOSIT,Germany,CRITICAL,0.9608150706946438,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,551.26 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.96).",1
AML-2024-0315,TXN_03640,CLIENT_016,2025-12-15,11,8491.13,ONLINE_PAYMENT,British Virgin Islands,CRITICAL,0.9612699938467303,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,491.13 in threshold range); high-risk jurisdiction (British Virgin Islands - FATF monitored); ML high confidence (score: 0.96).",1
